@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
238,19,14,137,0,1,?
278,32,16,176,0,0,?
107,2,5,20,0,0,?
123,10,5,58,0,0,?
36,2,0,0,0,0,?
25,0,0,0,0,0,?
100,1,5,18,0,1,?
131,12,11,53,0,0,?
33,0,3,0,0,0,?
76,6,7,3,0,0,?
140,7,6,48,0,0,?
78,1,2,14,0,0,?
30,0,1,0,0,0,?
51,2,4,0,0,0,?
117,1,6,20,0,0,?
28,0,0,0,0,0,?
63,5,7,3,0,0,?
138,6,5,46,0,0,?
23,0,0,0,0,0,?
85,5,10,0,0,0,?
23,0,0,0,0,0,?
118,5,7,22,0,2,?
152,7,7,40,0,0,?
106,8,5,34,0,1,?
146,7,7,40,0,0,?
168,7,10,37,0,2,?
32,0,3,0,0,0,?
77,6,7,3,0,0,?
27,0,1,0,0,0,?
137,9,6,34,0,0,?
132,9,6,34,0,0,?
173,2,7,42,0,0,?
55,3,4,1,0,0,?
23,0,0,0,0,0,?
246,29,16,77,0,0,?
58,4,2,10,0,0,?
102,2,3,14,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
26,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
25,0,0,0,0,0,?
25,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
25,0,0,0,0,0,?
27,0,0,0,0,0,?
32,0,3,0,0,0,?
69,6,7,3,0,0,?
93,3,4,21,0,1,?
112,3,6,28,0,2,?
113,4,6,28,0,1,?
120,4,6,25,0,0,?
208,9,9,90,0,1,?
130,2,8,30,0,2,?
23,0,0,0,0,0,?
33,2,0,0,0,0,?
29,0,2,0,0,0,?
117,2,7,26,0,2,?
101,2,3,14,0,0,?
192,9,14,59,0,2,?
167,6,11,32,0,2,?
145,6,6,46,0,3,?
55,1,1,3,0,0,?
192,9,14,67,0,1,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
104,8,4,21,0,0,?
33,0,0,0,0,0,?
33,0,0,0,0,0,?
88,6,3,20,0,0,?
204,13,11,71,0,0,?
118,13,6,36,0,0,?
196,17,13,56,1,0,?
59,1,2,7,0,1,?
386,27,32,148,0,2,?
60,1,2,7,0,1,?
152,9,10,47,0,1,?
67,4,4,12,0,0,?
58,0,4,4,0,0,?
88,4,4,26,0,0,?
133,7,7,14,0,1,?
217,14,17,137,0,0,?
160,7,4,159,0,0,?
515,53,41,272,0,0,?
106,5,4,32,0,0,?
90,3,4,21,0,0,?
148,11,7,67,0,0,?
100,6,4,42,0,0,?
91,3,4,24,0,0,?
66,3,3,15,0,1,?
95,3,4,21,0,0,?
204,19,11,86,0,0,?
65,2,4,20,0,0,?
118,8,6,33,0,0,?
641,80,50,304,0,0,?
61,2,4,0,0,0,?
138,6,8,18,0,3,?
64,2,2,3,0,1,?
142,6,8,17,0,3,?
49,0,0,0,0,0,?
20,0,0,0,0,0,?
39,0,1,0,0,0,?
52,2,2,5,0,0,?
76,2,5,3,0,2,?
103,1,3,3,0,0,?
20,0,0,0,0,0,?
510,45,40,121,2,18,?
96,0,3,0,0,0,?
59,2,3,2,0,0,?
82,3,2,6,0,0,?
59,1,3,3,0,0,?
20,0,0,0,0,0,?
47,1,2,3,0,0,?
45,1,2,3,0,0,?
61,0,1,0,0,0,?
20,0,0,0,0,0,?
86,3,3,10,0,2,?
70,3,6,0,0,0,?
35,0,0,0,0,0,?
20,0,0,0,0,0,?
184,11,22,0,0,0,?
38,0,1,0,0,0,?
20,0,0,0,0,0,?
104,5,6,27,0,0,?
68,4,5,8,0,0,?
96,6,4,16,0,3,?
179,13,6,20,0,5,?
64,3,2,4,0,2,?
61,1,3,1,0,1,?
44,1,2,0,0,0,?
20,0,0,0,0,0,?
75,0,0,0,0,0,?
254,27,17,68,0,12,?
161,10,9,26,0,0,?
35,0,1,1,0,0,?
87,4,7,5,0,0,?
64,3,2,5,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
136,7,14,0,0,0,?
45,0,1,0,0,0,?
137,8,5,39,0,5,?
38,0,0,0,0,0,?
20,0,0,0,0,0,?
98,5,9,5,0,0,?
68,5,2,7,0,2,?
20,0,0,0,0,0,?
60,0,1,0,0,0,?
75,8,2,10,0,0,?
108,7,3,24,0,6,?
104,9,5,14,0,3,?
79,0,0,0,0,0,?
38,0,1,0,0,0,?
69,5,1,16,0,3,?
136,5,6,8,1,0,?
40,0,1,0,0,0,?
59,2,2,5,0,0,?
59,4,2,4,0,1,?
67,2,2,1,0,0,?
294,18,31,3,0,1,?
69,3,3,19,0,1,?
56,2,2,2,0,0,?
80,2,4,9,0,2,?
213,18,11,44,0,7,?
102,9,4,16,0,5,?
87,3,4,6,0,1,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
127,7,12,0,0,0,?
37,0,1,0,0,0,?
285,14,20,71,0,7,?
20,0,0,0,0,0,?
45,0,0,0,0,0,?
50,0,0,0,0,0,?
42,1,2,0,0,0,?
162,4,11,19,0,0,?
37,0,1,0,0,0,?
45,0,1,0,0,0,?
95,6,2,19,0,2,?
87,1,6,3,0,0,?
53,0,1,0,0,0,?
81,3,2,16,0,1,?
20,0,0,0,0,0,?
64,1,2,1,0,0,?
41,0,1,0,0,0,?
148,4,10,17,0,0,?
55,0,0,0,0,0,?
92,7,3,20,0,2,?
43,0,2,0,0,0,?
20,0,0,0,0,0,?
46,0,1,6,0,0,?
60,1,3,5,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
66,3,5,0,0,0,?
50,1,2,8,0,0,?
46,0,0,0,0,0,?
60,1,3,5,0,0,?
20,0,0,0,0,0,?
56,4,1,14,0,2,?
20,0,0,0,0,0,?
69,0,3,7,0,0,?
44,0,0,0,0,0,?
60,2,2,2,0,0,?
20,0,0,0,0,0,?
288,17,36,7,0,1,?
108,2,5,2,0,0,?
20,0,0,0,0,0,?
153,15,9,65,0,6,?
66,3,2,18,0,1,?
20,0,0,0,0,0,?
160,11,13,4,0,1,?
20,0,0,0,0,0,?
92,4,9,2,0,0,?
20,0,0,0,0,0,?
64,2,2,10,0,1,?
139,9,15,0,0,0,?
72,0,1,0,0,0,?
73,3,3,8,0,0,?
76,3,4,22,0,3,?
20,0,0,0,0,0,?
59,1,2,1,0,0,?
72,8,2,20,0,3,?
58,3,2,7,0,2,?
77,4,5,16,0,3,?
94,3,6,11,0,1,?
89,3,4,19,0,6,?
67,1,4,2,0,0,?
148,8,13,15,0,0,?
119,2,5,6,0,3,?
65,0,3,0,0,0,?
98,4,5,19,0,4,?
80,2,3,3,0,0,?
68,2,3,29,0,0,?
428,29,50,13,0,5,?
675,50,47,168,0,24,?
97,0,3,0,0,0,?
319,22,18,66,0,6,?
172,11,10,26,0,3,?
121,7,7,10,0,4,?
130,7,7,16,0,2,?
45,0,1,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
36,0,1,0,0,0,?
256,18,10,72,0,10,?
53,0,2,0,0,0,?
104,2,4,5,0,3,?
65,1,2,2,0,0,?
57,2,3,12,0,0,?
83,2,3,5,0,0,?
49,3,2,6,0,0,?
82,1,4,1,0,0,?
54,1,1,1,0,0,?
20,0,0,0,0,0,?
277,17,16,53,0,8,?
109,2,6,2,0,0,?
56,2,4,0,0,0,?
76,7,3,27,0,5,?
271,17,18,74,0,7,?
102,6,3,11,0,0,?
20,0,0,0,0,0,?
218,20,9,59,0,3,?
36,0,1,0,0,0,?
20,0,0,0,0,0,?
500,38,56,48,1,3,?
115,7,5,24,0,6,?
20,0,0,0,0,0,?
117,5,9,0,0,0,?
76,5,2,8,0,2,?
20,0,0,0,0,0,?
109,0,4,0,0,0,?
202,14,13,80,0,11,?
288,50,18,158,0,13,?
133,14,8,56,0,1,?
81,7,5,15,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
41,0,0,0,0,0,?
1114,80,147,13,0,1,?
74,3,3,13,0,0,?
128,8,13,5,0,2,?
230,21,11,71,0,11,?
158,9,17,0,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
69,1,3,3,0,0,?
162,5,4,6,0,1,?
53,1,3,4,0,0,?
71,4,5,0,0,0,?
20,0,0,0,0,0,?
116,9,5,16,0,3,?
95,4,5,14,0,3,?
20,0,0,0,0,0,?
219,12,13,41,0,7,?
72,5,5,12,0,0,?
166,15,11,49,0,6,?
71,2,4,14,0,0,?
85,6,7,0,0,0,?
49,2,3,9,0,0,?
91,6,4,10,0,2,?
47,1,2,1,0,0,?
67,1,5,1,0,0,?
86,3,5,5,0,0,?
20,0,0,0,0,0,?
53,2,1,2,0,0,?
20,0,0,0,0,0,?
108,8,9,10,0,2,?
43,0,1,0,0,0,?
130,9,13,7,0,1,?
177,7,9,22,0,4,?
82,3,4,11,0,4,?
178,9,18,26,0,1,?
20,0,0,0,0,0,?
82,5,2,2,0,1,?
20,0,0,0,0,0,?
63,5,2,16,0,1,?
136,8,7,32,0,6,?
45,2,1,8,0,0,?
233,16,7,108,0,3,?
992,76,119,44,0,12,?
48,2,1,14,0,0,?
117,8,5,20,0,0,?
20,0,0,0,0,0,?
58,0,1,0,0,0,?
53,0,1,0,0,0,?
67,3,3,2,0,2,?
85,4,5,2,0,0,?
101,7,5,14,0,2,?
49,2,2,4,0,0,?
48,2,1,5,0,1,?
52,2,2,11,0,0,?
20,0,0,0,0,0,?
69,4,5,0,0,0,?
49,0,0,0,0,0,?
43,0,0,0,0,0,?
49,0,0,0,0,0,?
356,25,19,86,0,5,?
49,2,1,5,0,1,?
323,24,40,2,0,0,?
20,0,0,0,0,0,?
62,0,0,0,0,0,?
20,0,0,0,0,0,?
56,2,4,0,0,0,?
68,2,3,9,0,1,?
20,0,0,0,0,0,?
62,2,1,5,0,1,?
109,10,5,12,0,6,?
105,5,4,9,0,2,?
133,12,6,29,0,2,?
537,30,57,36,0,14,?
97,4,3,9,0,1,?
158,5,4,23,0,3,?
90,4,7,0,0,0,?
125,4,5,17,0,2,?
213,17,11,55,0,12,?
43,0,1,0,0,0,?
80,3,2,2,0,1,?
50,1,1,2,0,1,?
60,1,3,1,0,1,?
75,3,3,8,0,1,?
91,3,3,0,0,3,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
20,0,0,0,0,0,?
70,3,4,7,0,1,?
101,7,6,34,0,3,?
125,8,6,32,0,4,?
114,6,10,0,0,0,?
20,0,0,0,0,0,?
434,10,35,47,0,11,?
46,0,0,0,0,0,?
355,24,23,116,0,22,?
77,2,2,13,0,0,?
49,0,0,0,0,0,?
101,7,4,21,0,3,?
81,7,3,15,0,3,?
39,0,0,0,0,0,?
161,7,9,40,0,8,?
74,2,2,13,0,0,?
46,0,0,0,0,0,?
82,7,3,12,0,2,?
75,0,0,0,0,0,?
116,0,0,0,0,0,?
222,29,17,55,0,3,?
192,15,8,94,1,20,?
147,7,12,16,1,6,?
69,0,0,0,0,0,?
53,2,2,5,0,1,?
45,0,0,0,0,0,?
79,0,0,0,0,0,?
45,0,0,0,0,0,?
81,6,2,23,0,2,?
162,3,14,14,0,3,?
138,0,0,0,0,0,?
54,0,0,0,0,0,?
41,0,0,0,0,0,?
191,22,8,68,1,11,?
100,0,0,0,0,0,?
55,4,2,13,0,1,?
72,5,2,12,0,1,?
246,27,13,56,1,11,?
111,6,6,27,0,3,?
78,2,3,16,0,0,?
20,0,0,0,0,0,?
316,26,23,61,0,11,?
610,56,44,219,1,37,?
94,0,0,0,0,0,?
88,0,7,0,0,0,?
96,4,4,6,0,0,?
73,0,2,2,0,0,?
83,4,2,6,0,0,?
20,0,0,0,0,0,?
78,1,2,1,0,0,?
247,15,15,43,1,5,?
155,9,14,3,0,2,?
97,1,3,1,0,0,?
20,0,0,0,0,0,?
101,8,3,12,0,0,?
149,10,9,49,0,0,?
1194,91,146,160,0,4,?
95,5,5,8,0,2,?
142,8,8,24,0,4,?
20,0,0,0,0,0,?
365,23,44,4,0,0,?
133,16,6,81,0,0,?
39,0,1,0,0,0,?
20,0,0,0,0,0,?
183,16,13,26,0,5,?
51,1,2,6,0,1,?
99,6,9,0,0,0,?
49,1,2,0,0,0,?
67,2,3,2,0,0,?
155,13,12,29,0,1,?
62,2,4,4,0,1,?
72,0,2,2,0,0,?
123,5,5,10,0,2,?
20,0,0,0,0,0,?
48,0,1,1,0,0,?
20,0,0,0,0,0,?
99,1,0,0,0,0,?
70,2,5,10,0,1,?
57,1,0,0,0,0,?
20,0,0,0,0,0,?
63,1,2,7,0,0,?
124,7,13,1,0,0,?
86,6,3,17,0,0,?
66,3,5,0,0,0,?
20,0,0,0,0,0,?
361,39,24,110,0,16,?
113,7,5,14,0,2,?
121,7,12,17,0,0,?
101,4,5,12,0,2,?
176,11,20,2,0,1,?
159,15,14,51,0,6,?
75,3,3,3,0,1,?
115,6,11,0,0,0,?
256,18,13,72,0,10,?
20,0,0,0,0,0,?
145,13,11,38,0,9,?
20,0,0,0,0,0,?
38,0,1,0,0,0,?
251,14,18,42,0,3,?
37,0,1,0,0,0,?
208,15,15,31,0,11,?
61,3,3,10,0,2,?
261,15,14,49,0,10,?
83,2,1,10,0,1,?
37,0,1,0,0,0,?
55,2,4,1,0,0,?
85,6,2,15,0,2,?
180,10,15,28,0,7,?
145,7,14,1,0,1,?
20,0,0,0,0,0,?
58,5,3,1,0,0,?
67,1,5,1,0,0,?
162,10,6,18,0,4,?
20,0,0,0,0,0,?
57,1,2,5,0,1,?
85,3,4,13,0,2,?
60,1,3,3,0,1,?
77,2,4,9,0,1,?
87,2,3,4,0,1,?
85,2,3,4,0,1,?
43,0,0,0,0,0,?
20,0,0,0,0,0,?
82,0,3,0,0,0,?
37,0,0,0,0,0,?
178,12,20,1,0,0,?
191,15,9,38,0,7,?
77,2,5,12,0,4,?
42,0,0,0,0,0,?
45,0,1,0,0,0,?
20,0,0,0,0,0,?
211,14,10,50,0,4,?
259,17,34,1,0,0,?
41,0,0,0,0,0,?
68,3,4,7,0,3,?
51,2,2,7,0,0,?
20,0,0,0,0,0,?
194,5,10,24,0,2,?
116,9,6,36,0,7,?
117,6,5,19,0,0,?
37,0,1,0,0,0,?
175,11,20,2,0,0,?
54,0,0,0,0,0,?
72,1,2,9,0,0,?
20,0,0,0,0,0,?
376,22,43,4,0,2,?
148,8,18,5,0,0,?
111,3,4,8,0,1,?
57,0,0,0,0,0,?
133,10,8,36,0,1,?
41,0,1,0,0,0,?
144,11,7,32,0,5,?
48,0,4,0,0,0,?
97,6,4,40,0,3,?
38,0,0,0,0,0,?
237,17,28,5,0,0,?
63,0,2,3,0,0,?
106,6,5,13,0,0,?
22,0,0,0,0,0,?
113,6,5,18,0,5,?
72,2,2,21,0,3,?
108,7,4,9,0,0,?
20,0,0,0,0,0,?
119,6,4,36,0,0,?
147,4,8,18,0,3,?
175,13,17,14,0,3,?
56,0,3,0,0,0,?
66,1,2,0,0,0,?
60,0,0,0,0,0,?
20,0,0,0,0,0,?
63,4,2,18,0,1,?
181,18,11,55,0,10,?
40,0,1,0,0,0,?
166,8,11,53,0,10,?
57,0,3,0,0,0,?
137,9,9,43,0,8,?
63,2,1,7,0,0,?
40,0,1,0,0,0,?
346,22,42,2,0,0,?
49,0,0,0,0,0,?
70,2,2,2,0,0,?
20,0,0,0,0,0,?
86,4,3,19,0,0,?
162,10,18,0,0,0,?
20,0,0,0,0,0,?
43,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
132,4,12,9,0,0,?
52,0,0,0,0,0,?
45,0,1,0,0,0,?
97,1,2,2,0,0,?
20,0,0,0,0,0,?
84,2,6,5,0,1,?
53,0,0,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
56,0,3,0,0,0,?
64,0,0,0,0,0,?
20,0,0,0,0,0,?
57,0,3,0,0,0,?
141,9,7,23,0,2,?
49,0,0,0,0,0,?
47,0,0,0,0,0,?
57,0,3,0,0,0,?
70,0,3,0,0,0,?
20,0,0,0,0,0,?
94,3,4,2,0,0,?
210,8,13,17,0,3,?
64,0,0,0,0,0,?
73,4,3,8,0,1,?
57,0,3,0,0,0,?
44,0,1,0,0,0,?
45,0,1,0,0,0,?
56,0,3,0,0,0,?
60,0,0,0,0,0,?
20,0,0,0,0,0,?
47,0,0,0,0,0,?
47,0,0,0,0,0,?
73,3,6,0,0,0,?
70,3,3,10,0,0,?
77,0,3,0,0,0,?
58,0,3,0,0,0,?
20,0,0,0,0,0,?
195,12,23,24,0,0,?
64,0,1,0,0,0,?
57,2,2,2,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
56,0,3,0,0,0,?
76,2,5,1,0,0,?
65,0,1,0,0,0,?
54,1,2,4,0,0,?
102,3,7,4,0,1,?
42,0,0,0,0,0,?
58,2,4,0,0,0,?
56,0,3,0,0,0,?
20,0,0,0,0,0,?
51,0,0,0,0,0,?
49,0,0,0,0,0,?
70,4,5,0,0,0,?
103,2,5,9,0,3,?
76,0,0,0,0,0,?
45,1,2,0,0,0,?
20,0,0,0,0,0,?
52,1,0,0,0,0,?
174,14,8,45,0,3,?
94,0,0,0,0,0,?
20,0,0,0,0,0,?
95,5,3,19,0,3,?
61,2,3,2,0,0,?
219,21,13,131,1,8,?
178,6,13,34,0,13,?
20,0,0,0,0,0,?
74,3,6,1,0,0,?
38,0,1,0,0,0,?
98,10,4,18,0,0,?
20,0,0,0,0,0,?
39,0,1,0,0,0,?
99,10,4,36,0,0,?
153,9,17,3,0,0,?
20,0,0,0,0,0,?
22,0,0,0,0,0,?
73,4,2,5,0,0,?
94,6,5,11,0,5,?
155,5,13,15,0,8,?
20,0,0,0,0,0,?
147,4,11,10,0,0,?
47,0,1,3,0,1,?
53,2,3,0,0,0,?
20,0,0,0,0,0,?
36,0,1,1,0,0,?
292,21,35,6,0,0,?
140,5,9,71,0,8,?
79,0,1,0,0,0,?
20,0,0,0,0,0,?
37,0,1,0,0,0,?
41,0,0,0,0,0,?
519,36,73,2,0,0,?
37,0,1,0,0,0,?
446,31,25,167,0,11,?
79,3,5,3,0,1,?
51,3,2,9,0,0,?
20,0,0,0,0,0,?
90,7,8,0,0,0,?
34,0,0,0,0,0,?
63,1,1,5,0,1,?
72,6,2,20,0,1,?
57,2,4,0,0,0,?
35,0,0,0,0,0,?
43,1,2,0,0,0,?
63,1,1,5,0,1,?
47,1,2,2,0,0,?
48,2,1,14,0,0,?
72,4,6,0,0,0,?
35,0,1,0,0,0,?
54,0,0,0,0,0,?
64,1,1,7,0,1,?
67,1,1,7,0,1,?
101,6,6,21,0,0,?
40,1,2,0,0,0,?
62,3,2,15,0,1,?
78,1,2,7,0,1,?
292,12,12,16,1,3,?
53,1,3,3,0,0,?
69,1,1,9,0,1,?
135,6,12,5,0,1,?
32,0,1,0,0,0,?
20,0,0,0,0,0,?
40,0,1,0,0,0,?
369,20,22,74,0,12,?
190,12,18,0,0,0,?
20,0,0,0,0,0,?
44,1,1,10,0,0,?
93,5,4,38,0,0,?
66,2,3,8,0,0,?
54,0,1,4,0,0,?
68,2,2,9,0,0,?
32,0,0,0,0,0,?
50,1,1,0,0,0,?
64,3,1,19,0,0,?
35,0,0,0,0,0,?
55,2,1,9,0,0,?
59,2,1,12,0,0,?
60,3,1,18,0,0,?
59,2,1,12,0,0,?
82,4,4,23,0,0,?
47,1,1,4,0,0,?
61,3,2,6,0,1,?
55,2,4,2,0,0,?
56,2,4,2,0,0,?
49,2,1,2,0,0,?
53,0,1,3,0,0,?
49,1,1,8,0,0,?
45,2,1,3,0,0,?
45,1,1,7,0,0,?
44,1,1,7,0,0,?
53,2,1,10,0,0,?
39,0,1,3,0,0,?
53,0,2,6,0,0,?
46,0,1,11,0,0,?
69,2,2,6,0,1,?
86,6,4,14,0,0,?
44,1,1,2,0,0,?
51,0,1,3,0,0,?
70,0,3,7,0,0,?
61,0,2,3,0,0,?
49,0,1,2,0,0,?
74,0,4,8,0,0,?
53,3,1,6,0,0,?
36,1,2,0,0,0,?
58,1,3,1,0,0,?
44,0,2,3,0,0,?
55,0,1,4,0,0,?
43,0,1,1,0,0,?
46,1,1,2,0,0,?
45,1,2,2,0,0,?
48,0,1,0,0,0,?
46,0,1,2,0,0,?
217,18,15,119,0,1,?
67,2,3,9,0,1,?
164,15,10,64,0,5,?
108,9,5,17,0,5,?
72,7,5,8,0,2,?
192,28,10,75,0,13,?
20,0,0,0,0,0,?
40,0,0,0,0,0,?
137,8,6,45,0,1,?
33,0,0,0,0,0,?
28,0,0,0,0,0,?
40,0,0,0,0,0,?
44,0,0,0,0,0,?
39,0,0,0,0,0,?
39,0,0,0,0,0,?
40,0,0,0,0,0,?
38,0,0,0,0,0,?
38,0,0,0,0,0,?
34,0,1,0,0,0,?
45,0,0,0,0,0,?
80,4,4,12,0,1,?
60,3,3,11,0,5,?
304,26,22,98,0,13,?
21,0,0,0,0,0,?
56,0,4,22,0,0,?
48,0,2,12,0,0,?
55,2,3,14,0,0,?
60,2,4,6,0,1,?
20,0,0,0,0,0,?
95,8,4,26,0,3,?
20,0,0,0,0,0,?
51,0,3,5,0,0,?
69,4,3,9,0,2,?
200,18,17,57,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
46,0,0,0,0,0,?
382,34,29,102,0,9,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
156,7,13,26,0,1,?
20,0,0,0,0,0,?
38,0,1,1,0,1,?
84,4,4,14,0,0,?
33,0,1,0,0,0,?
90,4,5,7,0,1,?
84,5,4,11,0,0,?
20,0,0,0,0,0,?
129,10,12,20,1,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
59,2,5,0,0,0,?
36,1,2,0,0,0,?
40,1,2,0,0,0,?
103,7,11,0,0,0,?
52,2,4,0,0,0,?
43,1,2,0,0,0,?
108,8,11,0,0,0,?
52,2,4,0,0,0,?
48,1,3,0,0,0,?
49,2,4,0,0,0,?
60,2,6,1,0,0,?
40,1,2,0,0,0,?
38,0,2,0,0,0,?
49,2,4,0,0,0,?
93,5,10,0,0,0,?
43,1,2,0,0,0,?
95,6,12,0,0,0,?
57,3,6,0,0,0,?
57,3,6,0,0,0,?
57,3,6,0,0,0,?
32,1,0,0,0,0,?
85,9,0,0,0,0,?
71,9,0,0,0,0,?
56,7,0,0,0,0,?
65,7,0,0,0,0,?
94,12,0,0,0,0,?
124,22,0,0,0,0,?
41,2,1,0,0,0,?
94,12,0,0,0,0,?
54,7,0,0,0,0,?
52,0,0,0,0,0,?
139,51,0,13,0,0,?
26,0,0,0,0,0,?
51,1,4,2,0,0,?
75,4,8,0,0,0,?
101,8,11,0,0,0,?
50,2,4,0,0,0,?
36,1,2,0,0,0,?
199,17,34,0,0,0,?
95,6,9,0,0,0,?
49,1,4,0,0,0,?
39,1,2,0,0,0,?
57,2,4,0,0,0,?
56,2,4,0,0,0,?
39,1,2,0,0,0,?
38,0,0,0,0,0,?
41,0,0,0,0,0,?
38,0,0,0,0,0,?
39,0,0,0,0,0,?
29,0,0,0,0,0,?
36,0,1,0,0,0,?
30,0,0,0,0,0,?
37,0,1,0,0,0,?
29,0,0,0,0,0,?
39,0,2,0,0,0,?
43,1,2,0,0,0,?
35,0,1,0,0,0,?
40,0,0,0,0,0,?
57,2,5,0,0,0,?
58,2,5,0,0,0,?
58,2,5,0,0,0,?
48,1,3,0,0,0,?
68,3,7,0,0,0,?
44,1,3,0,0,0,?
110,8,8,2,0,1,?
145,6,5,136,0,1,?
45,0,1,1,0,0,?
202,18,17,53,0,0,?
26,0,0,0,0,0,?
51,0,4,10,0,0,?
133,12,3,100,0,0,?
429,26,40,107,0,32,?
86,0,11,31,0,0,?
110,21,4,30,0,0,?
1162,118,80,1181,1,4,?
49,0,1,0,0,0,?
675,40,46,96,4,16,?
453,11,20,72,2,22,?
563,29,23,94,2,34,?
125,1,8,15,0,18,?
840,45,49,113,1,32,?
614,94,44,236,0,39,?
125,8,9,23,0,5,?
233,25,15,80,0,11,?
49,2,1,1,0,0,?
84,5,4,17,0,3,?
59,2,5,18,0,1,?
221,32,8,88,1,13,?
48,4,3,8,0,0,?
29,0,1,0,0,0,?
90,9,5,29,0,5,?
75,2,7,12,0,0,?
215,28,15,90,0,15,?
148,14,10,37,0,5,?
114,5,14,10,0,4,?
221,18,15,76,0,16,?
149,10,16,13,0,1,?
180,42,9,74,7,10,?
201,21,16,92,1,14,?
42,1,2,0,0,0,?
247,13,28,45,0,9,?
66,2,3,19,0,2,?
63,2,4,32,0,0,?
73,7,6,19,0,0,?
206,35,8,247,0,0,?
256,36,14,327,0,0,?
81,3,7,0,0,0,?
76,3,4,0,0,0,?
74,5,7,10,0,2,?
82,4,4,0,0,0,?
114,4,9,0,0,0,?
131,7,13,0,0,0,?
94,8,7,16,0,4,?
60,2,4,0,0,0,?
47,1,2,0,0,0,?
224,45,11,104,6,11,?
165,8,16,0,0,0,?
124,11,7,37,0,7,?
53,5,2,17,0,2,?
192,11,12,43,0,5,?
66,2,4,0,0,0,?
20,0,0,0,0,0,?
77,4,4,42,0,0,?
30,0,1,0,0,0,?
107,6,6,86,0,0,?
151,7,11,101,0,0,?
63,5,3,22,0,0,?
30,0,1,0,0,0,?
111,3,10,13,0,2,?
76,4,4,42,0,0,?
398,46,23,295,0,1,?
93,2,8,47,0,0,?
120,8,8,76,0,0,?
161,16,15,106,0,0,?
111,7,6,70,0,0,?
94,5,7,11,0,1,?
86,3,7,11,0,0,?
75,4,5,18,0,0,?
76,5,4,25,0,0,?
68,2,4,20,0,0,?
163,9,14,96,0,0,?
214,23,14,114,0,1,?
46,1,1,4,0,0,?
45,1,1,4,0,0,?
80,4,3,27,0,0,?
83,5,5,42,0,0,?
57,1,2,11,0,0,?
74,1,4,21,0,0,?
94,7,4,32,0,0,?
47,1,1,2,0,0,?
72,1,4,19,0,0,?
202,23,12,133,0,0,?
267,22,24,84,1,6,?
48,2,3,0,0,0,?
129,9,7,99,0,0,?
41,1,2,4,0,0,?
37,0,1,0,0,0,?
20,0,0,0,0,0,?
193,10,19,40,0,4,?
151,15,13,33,0,2,?
321,31,19,82,0,11,?
39,0,0,0,0,0,?
117,0,11,0,0,0,?
163,8,12,31,0,9,?
171,8,16,28,0,4,?
20,0,0,0,0,0,?
54,1,2,13,0,1,?
20,0,0,0,0,0,?
113,5,6,17,0,0,?
210,11,16,21,0,7,?
20,0,0,0,0,0,?
109,11,3,56,0,2,?
69,6,3,20,0,1,?
63,3,3,13,0,1,?
38,0,1,0,0,0,?
45,1,2,4,0,0,?
53,2,3,5,0,1,?
167,20,8,47,0,5,?
199,20,16,90,0,5,?
58,4,4,12,0,1,?
67,3,4,13,0,0,?
20,0,0,0,0,0,?
84,5,4,16,0,3,?
133,8,8,31,0,3,?
20,0,0,0,0,0,?
62,2,4,19,0,0,?
141,22,11,90,0,1,?
57,0,5,15,0,0,?
137,24,11,78,0,1,?
147,27,10,63,0,1,?
34,0,2,2,0,0,?
26,0,0,0,0,0,?
102,9,10,52,0,0,?
67,3,3,28,0,0,?
331,17,36,142,0,5,?
137,11,4,117,0,0,?
33,2,1,5,0,2,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
28,0,1,1,0,0,?
24,0,1,0,0,0,?
33,1,1,2,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
38,1,2,7,0,1,?
25,0,1,1,0,0,?
26,1,1,3,0,0,?
