@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
99,0,5,3,0,0,?
20,0,0,0,0,0,?
44,0,0,0,0,0,?
20,0,0,0,0,0,?
148,9,6,23,0,4,?
49,1,2,1,0,0,?
142,11,6,31,0,3,?
93,1,7,7,0,1,?
119,10,4,25,0,7,?
168,10,8,24,0,0,?
143,11,10,38,0,9,?
20,0,0,0,0,0,?
146,11,7,31,0,3,?
52,1,2,1,0,0,?
147,15,11,63,0,5,?
178,16,9,26,0,1,?
122,12,6,40,0,5,?
160,14,11,46,0,5,?
20,0,0,0,0,0,?
58,2,2,3,0,0,?
85,2,4,8,0,1,?
41,0,0,0,0,0,?
54,2,5,0,0,0,?
121,8,11,23,0,4,?
34,0,1,0,0,0,?
20,0,0,0,0,0,?
94,2,6,2,0,0,?
66,1,2,1,0,0,?
20,0,0,0,0,0,?
61,0,2,0,0,0,?
20,0,0,0,0,0,?
61,2,4,0,0,0,?
69,7,2,13,0,1,?
47,0,1,0,0,0,?
59,2,3,1,0,1,?
68,7,2,13,0,1,?
33,0,1,0,0,0,?
101,2,5,7,0,1,?
66,5,4,12,0,1,?
42,0,0,0,0,0,?
49,0,0,0,0,0,?
20,0,0,0,0,0,?
111,2,5,6,0,1,?
42,0,1,0,0,0,?
42,0,1,0,0,0,?
20,0,0,0,0,0,?
65,1,2,1,0,0,?
20,0,0,0,0,0,?
48,0,1,1,0,0,?
49,1,2,1,0,0,?
44,1,1,0,0,0,?
20,0,0,0,0,0,?
66,1,2,1,0,0,?
20,0,0,0,0,0,?
120,7,6,11,0,2,?
20,0,0,0,0,0,?
69,3,3,2,0,1,?
45,1,2,0,0,0,?
20,0,0,0,0,0,?
83,9,4,16,0,2,?
49,0,1,3,0,0,?
49,0,0,0,0,0,?
86,2,4,2,0,0,?
54,2,3,0,0,0,?
33,0,1,0,0,0,?
20,0,0,0,0,0,?
54,0,2,2,0,0,?
66,2,4,7,0,0,?
20,0,0,0,0,0,?
226,22,18,30,0,3,?
45,0,1,0,0,0,?
20,0,0,0,0,0,?
83,1,5,1,0,0,?
51,0,1,0,0,0,?
20,0,0,0,0,0,?
69,1,2,1,0,0,?
72,1,2,1,0,0,?
20,0,0,0,0,0,?
95,4,2,12,0,0,?
20,0,0,0,0,0,?
88,6,2,9,0,0,?
20,0,0,0,0,0,?
92,4,2,10,0,0,?
20,0,0,0,0,0,?
51,4,2,5,0,0,?
95,3,4,9,0,0,?
106,5,9,8,0,1,?
159,5,9,28,0,0,?
141,8,13,21,0,1,?
20,0,0,0,0,0,?
119,7,11,2,0,1,?
104,13,5,33,0,5,?
106,6,4,12,0,0,?
20,0,0,0,0,0,?
53,0,2,0,0,0,?
59,4,2,7,0,0,?
136,14,5,38,0,6,?
108,0,0,0,0,0,?
20,0,0,0,0,0,?
126,6,10,45,0,4,?
20,0,0,0,0,0,?
44,0,1,0,0,0,?
20,0,0,0,0,0,?
66,1,2,1,0,0,?
68,1,2,1,0,0,?
20,0,0,0,0,0,?
80,0,4,1,0,1,?
20,0,0,0,0,0,?
68,1,2,2,0,0,?
20,0,0,0,0,0,?
85,4,3,21,0,3,?
47,1,2,0,0,0,?
69,2,2,7,0,1,?
20,0,0,0,0,0,?
74,1,3,1,0,0,?
82,3,3,4,0,0,?
62,2,4,1,0,0,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
72,1,3,1,0,0,?
73,1,3,1,0,0,?
20,0,0,0,0,0,?
52,0,1,0,0,0,?
20,0,0,0,0,0,?
52,0,1,0,0,0,?
20,0,0,0,0,0,?
89,12,3,30,0,0,?
70,4,3,33,0,0,?
45,2,1,6,0,0,?
49,3,1,8,0,0,?
59,4,1,14,0,0,?
58,4,1,8,0,0,?
165,4,11,26,0,0,?
115,4,6,15,0,0,?
532,18,41,272,0,2,?
134,15,12,77,0,0,?
127,18,7,58,0,0,?
116,3,9,48,0,0,?
138,21,6,81,0,0,?
64,5,3,21,0,0,?
100,9,5,40,0,0,?
118,8,5,63,0,0,?
53,4,2,16,0,0,?
101,6,6,29,0,0,?
80,1,3,13,0,0,?
214,35,16,162,0,0,?
71,2,4,8,0,0,?
215,15,15,76,0,0,?
67,7,2,32,0,0,?
133,16,6,64,0,0,?
412,63,48,161,0,1,?
541,74,43,215,0,0,?
150,9,9,47,0,0,?
155,14,11,50,0,0,?
109,3,6,18,0,0,?
139,8,7,51,0,0,?
365,49,36,298,1,0,?
68,4,3,45,0,0,?
168,7,11,85,0,0,?
128,10,7,63,0,0,?
51,4,2,15,0,0,?
126,3,11,62,0,0,?
210,37,15,157,0,0,?
242,16,17,144,0,0,?
118,9,7,40,0,0,?
99,8,5,31,0,0,?
106,14,4,65,0,0,?
105,16,4,58,0,0,?
102,6,6,43,0,0,?
67,2,6,11,0,0,?
283,26,19,99,0,0,?
68,6,2,32,0,0,?
73,1,4,19,0,0,?
66,4,3,13,0,0,?
121,5,8,52,0,0,?
116,19,7,74,0,0,?
61,6,2,28,0,0,?
187,25,18,171,0,0,?
92,5,5,73,0,0,?
108,7,7,64,0,0,?
64,8,3,30,0,0,?
107,7,7,62,0,0,?
128,22,7,73,0,0,?
93,11,3,38,0,0,?
70,6,4,31,0,0,?
103,13,5,73,0,0,?
127,18,6,83,1,0,?
36,1,1,4,0,0,?
57,6,2,11,0,0,?
131,9,9,30,0,2,?
37,0,1,5,0,0,?
28,0,0,0,0,0,?
86,7,4,32,0,0,?
34,0,0,0,0,0,?
95,12,5,47,0,1,?
108,9,6,59,0,1,?
350,43,21,282,0,2,?
154,7,13,107,0,0,?
85,5,4,24,0,0,?
48,3,2,12,0,0,?
51,4,3,8,0,0,?
85,14,3,38,0,0,?
73,6,4,27,0,0,?
55,6,2,14,0,0,?
83,8,3,61,0,0,?
45,3,1,5,0,0,?
68,7,3,31,0,0,?
89,6,6,45,0,0,?
117,14,6,94,0,0,?
107,6,7,60,0,0,?
80,9,2,44,0,0,?
58,6,4,12,0,0,?
144,12,13,54,0,0,?
130,15,7,98,0,0,?
162,13,14,91,0,0,?
153,8,10,49,0,0,?
148,14,15,75,0,0,?
193,9,13,55,0,0,?
65,4,4,18,0,0,?
173,5,12,17,0,0,?
115,6,7,11,0,0,?
120,5,8,15,0,0,?
66,1,2,4,0,0,?
231,19,23,51,0,3,?
31,0,1,0,0,0,?
103,5,5,9,0,0,?
31,1,2,0,0,0,?
139,8,10,43,0,0,?
169,7,12,44,0,0,?
170,13,15,81,0,0,?
159,8,11,51,0,0,?
245,17,16,79,0,0,?
79,3,4,13,0,1,?
884,81,92,427,0,0,?
693,53,67,205,0,1,?
209,20,9,96,0,0,?
58,4,4,24,0,0,?
155,11,15,95,0,0,?
71,0,7,26,0,0,?
83,0,10,30,0,0,?
225,37,17,79,0,0,?
36,0,2,0,0,0,?
128,16,7,100,0,0,?
196,7,13,77,0,0,?
559,48,53,245,0,0,?
169,16,19,130,0,0,?
137,12,13,61,0,0,?
95,3,10,5,0,0,?
56,1,5,2,0,0,?
70,5,5,18,0,0,?
130,10,11,41,0,0,?
81,5,6,23,0,0,?
134,13,10,37,0,0,?
50,4,2,7,0,0,?
119,11,8,30,0,0,?
60,5,3,11,0,0,?
105,5,7,15,0,0,?
240,22,22,72,0,0,?
624,64,56,204,0,3,?
125,20,7,63,0,0,?
165,16,15,64,0,0,?
112,9,12,61,0,0,?
53,2,2,33,0,0,?
144,21,7,66,0,0,?
77,8,3,35,0,1,?
73,9,2,42,0,0,?
96,6,5,37,0,0,?
148,27,7,107,0,0,?
179,4,13,119,0,0,?
86,6,4,37,0,0,?
89,7,5,26,0,0,?
84,4,4,18,0,0,?
86,7,4,32,0,0,?
239,21,20,104,0,0,?
89,10,2,44,0,0,?
91,10,2,42,0,0,?
97,5,4,35,0,0,?
97,7,5,48,0,0,?
92,5,4,83,0,0,?
77,4,3,10,0,0,?
20,0,0,0,0,0,?
289,31,31,76,0,5,?
38,0,1,1,0,0,?
39,0,1,2,0,0,?
43,0,1,0,0,0,?
39,0,1,1,0,0,?
117,5,6,20,0,3,?
39,0,1,1,0,0,?
20,0,0,0,0,0,?
297,28,22,60,0,8,?
46,0,2,9,0,0,?
56,0,2,0,0,0,?
20,0,0,0,0,0,?
201,24,9,44,0,14,?
84,6,5,10,0,3,?
20,0,0,0,0,0,?
78,5,4,7,0,3,?
20,0,0,0,0,0,?
157,16,6,41,0,12,?
42,0,1,6,0,0,?
109,11,6,22,0,2,?
20,0,0,0,0,0,?
41,0,1,0,0,0,?
114,8,7,24,0,1,?
75,10,2,18,0,1,?
44,0,1,0,0,0,?
51,3,1,7,0,1,?
58,2,2,3,0,1,?
21,0,0,0,0,0,?
101,6,6,16,0,0,?
118,3,9,23,0,2,?
70,4,2,8,0,1,?
20,0,0,0,0,0,?
46,0,1,0,0,0,?
47,1,1,7,0,0,?
59,2,2,3,0,0,?
20,0,0,0,0,0,?
121,8,8,18,0,3,?
20,0,0,0,0,0,?
60,2,2,3,0,0,?
201,10,8,24,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
49,2,2,5,0,0,?
20,0,0,0,0,0,?
82,4,3,12,0,2,?
486,36,32,99,0,17,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
69,2,4,2,0,0,?
91,2,1,5,0,0,?
183,5,17,34,0,5,?
255,14,26,9,0,2,?
42,0,2,0,0,0,?
81,3,4,5,0,1,?
56,0,4,0,0,0,?
22,0,0,0,0,0,?
43,0,2,0,0,0,?
70,5,3,2,0,0,?
239,26,20,60,0,2,?
50,2,3,2,0,0,?
20,0,0,0,0,0,?
284,22,24,48,0,4,?
20,0,0,0,0,0,?
54,1,3,3,0,1,?
119,9,6,40,0,8,?
54,1,3,3,0,1,?
71,3,3,25,0,3,?
21,0,0,0,0,0,?
58,4,3,11,0,0,?
76,6,2,15,0,1,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
47,1,2,5,0,0,?
136,9,8,14,0,1,?
93,8,7,23,0,1,?
59,2,4,5,0,0,?
22,0,0,0,0,0,?
50,1,3,4,0,0,?
132,14,9,28,0,1,?
72,5,5,8,0,0,?
22,0,0,0,0,0,?
50,0,2,2,0,0,?
230,14,18,59,0,5,?
54,3,4,0,0,0,?
56,0,2,8,0,1,?
57,0,3,4,0,0,?
65,1,4,2,0,0,?
143,10,10,25,0,5,?
56,0,2,8,0,1,?
51,2,4,0,0,0,?
140,11,14,34,0,0,?
20,0,0,0,0,0,?
54,3,4,7,0,0,?
54,3,4,0,0,0,?
61,3,6,0,0,0,?
39,1,2,2,0,0,?
212,10,19,45,0,2,?
142,11,14,38,0,0,?
20,0,0,0,0,0,?
109,9,8,10,0,0,?
46,0,2,0,0,0,?
20,0,0,0,0,0,?
67,4,3,6,0,1,?
20,0,0,0,0,0,?
56,1,3,2,0,0,?
20,0,0,0,0,0,?
91,4,5,9,0,1,?
57,4,3,6,0,0,?
64,2,3,3,0,0,?
126,6,7,4,0,2,?
53,0,3,6,0,0,?
56,3,3,8,0,0,?
105,7,5,10,0,1,?
37,0,2,1,0,0,?
67,0,4,0,0,0,?
132,7,6,18,0,0,?
103,3,6,8,0,0,?
73,2,3,3,0,0,?
39,1,1,3,0,1,?
128,5,7,16,0,6,?
126,4,9,30,0,3,?
317,6,27,35,0,2,?
93,9,5,10,0,1,?
34,0,1,0,0,0,?
62,3,3,8,0,0,?
96,3,6,9,0,1,?
106,7,6,18,1,2,?
64,2,4,7,0,0,?
67,0,4,0,0,0,?
93,3,6,9,0,1,?
43,0,0,0,0,0,?
40,0,1,0,0,0,?
20,0,0,0,0,0,?
46,0,1,0,0,0,?
79,4,5,8,0,0,?
262,11,20,30,0,2,?
60,1,3,3,0,0,?
20,0,0,0,0,0,?
52,2,3,9,0,0,?
20,0,0,0,0,0,?
55,5,2,5,0,0,?
20,0,0,0,0,0,?
184,12,13,22,0,5,?
20,0,0,0,0,0,?
54,2,3,3,0,1,?
21,0,0,0,0,0,?
395,37,38,57,0,7,?
34,0,1,0,0,0,?
50,3,2,4,0,0,?
46,2,2,2,0,1,?
136,5,11,12,0,3,?
41,1,2,1,0,0,?
175,6,11,17,0,4,?
59,1,4,10,0,0,?
58,3,2,4,0,0,?
73,2,5,15,0,1,?
20,0,0,0,0,0,?
88,4,3,13,0,1,?
20,0,0,0,0,0,?
51,2,2,4,0,1,?
93,1,5,1,0,0,?
38,0,2,2,0,0,?
20,0,0,0,0,0,?
48,0,2,0,0,0,?
100,9,7,10,1,1,?
147,6,9,11,0,1,?
74,3,5,4,0,0,?
20,0,0,0,0,0,?
58,3,2,10,0,0,?
67,4,3,11,0,1,?
20,0,0,0,0,0,?
49,0,3,0,0,0,?
43,0,0,0,0,0,?
41,0,2,0,0,0,?
73,1,2,5,0,0,?
132,10,9,33,0,1,?
364,32,28,73,0,5,?
43,1,1,2,0,0,?
20,0,0,0,0,0,?
30,0,0,0,0,0,?
67,2,4,4,0,0,?
30,0,0,0,0,0,?
37,0,1,0,0,0,?
295,23,18,96,0,9,?
20,0,0,0,0,0,?
109,6,7,23,0,4,?
124,9,6,0,0,0,?
126,10,8,33,0,1,?
406,37,31,83,0,7,?
75,2,2,8,0,0,?
20,0,0,0,0,0,?
75,2,3,5,0,2,?
65,2,4,7,0,3,?
137,11,8,21,0,4,?
66,2,3,4,0,0,?
50,0,0,0,0,0,?
57,0,0,0,0,0,?
65,0,0,0,0,0,?
94,5,4,5,0,0,?
49,1,2,0,0,0,?
34,0,1,0,0,0,?
41,0,1,0,0,0,?
31,0,0,0,0,0,?
130,8,10,41,0,9,?
33,0,1,0,0,0,?
33,0,1,0,0,0,?
74,0,0,0,0,0,?
87,3,5,5,0,0,?
67,4,3,7,0,0,?
52,1,3,2,0,0,?
32,0,0,0,0,0,?
104,5,9,18,0,0,?
90,3,5,6,0,0,?
20,0,0,0,0,0,?
72,0,0,0,0,0,?
81,9,4,20,0,1,?
48,0,3,0,0,0,?
42,0,0,0,0,0,?
157,6,13,30,0,1,?
81,5,7,16,0,0,?
20,0,0,0,0,0,?
40,0,1,0,0,0,?
103,12,9,25,0,2,?
58,0,4,0,0,0,?
41,0,2,0,0,0,?
46,0,3,0,0,0,?
41,0,1,0,0,0,?
215,15,17,48,1,8,?
57,0,0,0,0,0,?
41,0,1,0,0,0,?
49,0,0,0,0,0,?
76,0,4,2,0,0,?
33,0,1,0,0,0,?
20,0,0,0,0,0,?
142,9,9,22,0,1,?
30,0,0,0,0,0,?
29,0,0,0,0,0,?
189,17,13,35,1,5,?
74,3,3,12,0,5,?
20,0,0,0,0,0,?
45,0,3,0,0,0,?
65,0,5,3,0,0,?
124,9,7,46,0,6,?
89,4,5,4,0,0,?
88,5,6,12,1,0,?
66,2,5,5,0,0,?
20,0,0,0,0,0,?
42,0,1,0,0,0,?
65,2,3,1,0,0,?
39,0,1,0,0,0,?
43,3,1,0,0,0,?
55,1,2,5,0,0,?
20,0,0,0,0,0,?
48,0,2,3,0,1,?
65,1,3,4,0,0,?
20,0,0,0,0,0,?
58,2,3,2,0,0,?
115,7,8,23,1,3,?
36,0,1,0,0,0,?
44,0,2,0,0,0,?
68,0,0,0,0,0,?
51,2,2,4,0,0,?
42,0,0,0,0,0,?
48,1,2,2,0,0,?
69,0,0,0,0,0,?
37,0,0,0,0,0,?
83,3,5,11,0,0,?
76,3,6,6,0,0,?
527,53,46,162,0,14,?
42,0,0,0,0,0,?
57,0,0,0,0,0,?
20,0,0,0,0,0,?
114,9,6,23,0,2,?
43,0,0,0,0,0,?
66,2,3,5,0,3,?
127,9,8,14,0,5,?
20,0,0,0,0,0,?
48,1,3,0,0,0,?
39,0,1,0,0,0,?
60,1,4,0,0,0,?
41,2,1,0,0,0,?
20,0,0,0,0,0,?
96,3,6,9,1,4,?
72,3,4,3,0,0,?
20,0,0,0,0,0,?
199,15,18,23,0,3,?
20,0,0,0,0,0,?
50,2,2,5,0,0,?
54,3,3,8,0,0,?
20,0,0,0,0,0,?
290,31,26,43,0,2,?
20,0,0,0,0,0,?
97,5,5,16,0,1,?
20,0,0,0,0,0,?
128,8,10,21,0,1,?
79,5,4,6,0,3,?
20,0,0,0,0,0,?
61,6,2,11,0,1,?
20,0,0,0,0,0,?
101,6,3,26,0,0,?
55,2,2,3,0,0,?
52,2,2,4,0,0,?
20,0,0,0,0,0,?
70,3,4,27,0,1,?
224,21,23,28,0,0,?
20,0,0,0,0,0,?
146,11,13,16,0,1,?
20,0,0,0,0,0,?
81,6,4,48,0,0,?
84,8,6,27,0,0,?
160,20,14,65,0,1,?
312,54,24,192,1,1,?
107,14,8,35,0,0,?
118,13,6,31,0,1,?
100,7,9,28,0,0,?
63,5,3,12,0,0,?
155,15,10,43,1,1,?
94,3,7,33,0,0,?
147,9,11,18,0,4,?
267,21,25,62,0,1,?
97,13,6,16,1,0,?
72,9,3,14,0,0,?
183,28,18,104,0,0,?
126,14,9,65,0,0,?
275,28,23,106,0,1,?
105,6,6,24,0,0,?
134,32,6,34,0,0,?
123,13,7,35,0,0,?
52,4,2,9,0,0,?
120,11,7,36,0,0,?
109,5,6,48,0,1,?
148,10,12,33,0,0,?
26,0,0,0,0,0,?
174,26,13,116,0,0,?
26,0,0,0,0,0,?
84,4,7,31,0,0,?
217,32,19,95,0,0,?
141,13,14,45,0,1,?
33,0,1,0,0,0,?
86,6,5,23,0,1,?
180,27,13,72,0,0,?
136,6,12,31,0,1,?
87,4,5,14,0,0,?
85,8,4,12,0,0,?
163,11,10,36,0,1,?
81,9,5,33,1,0,?
146,23,11,67,0,0,?
465,48,40,245,0,2,?
43,1,2,6,0,0,?
52,4,2,9,0,0,?
173,19,13,52,0,2,?
174,13,13,64,1,0,?
189,25,15,76,1,0,?
215,16,16,65,0,1,?
312,34,22,122,0,1,?
52,3,2,11,0,0,?
58,4,3,17,0,0,?
173,12,13,40,0,3,?
62,4,4,16,0,0,?
69,1,3,12,0,0,?
139,16,10,57,0,0,?
55,2,1,7,0,0,?
169,15,10,33,0,0,?
105,5,9,27,0,0,?
131,16,6,57,0,0,?
115,15,5,32,0,0,?
79,7,5,16,0,0,?
76,6,4,11,0,0,?
132,9,7,45,0,0,?
196,12,14,60,0,4,?
173,20,12,73,0,0,?
110,9,6,23,0,0,?
127,14,9,30,0,4,?
20,0,0,0,0,0,?
90,3,7,6,0,3,?
315,29,18,73,0,10,?
37,0,1,0,0,0,?
34,0,1,0,0,0,?
131,8,7,17,0,3,?
84,7,5,13,0,3,?
20,0,0,0,0,0,?
173,15,11,44,0,13,?
54,2,3,3,0,1,?
98,5,5,7,0,2,?
68,2,3,1,0,0,?
72,2,4,13,0,2,?
88,4,4,9,0,3,?
40,0,1,0,0,0,?
20,0,0,0,0,0,?
75,4,3,4,0,1,?
162,11,10,20,1,5,?
32,0,1,0,0,0,?
166,15,8,40,0,8,?
59,2,4,11,0,0,?
102,8,5,8,0,2,?
20,0,0,0,0,0,?
317,18,19,47,0,3,?
108,4,7,20,0,0,?
94,2,4,19,0,3,?
97,6,8,17,0,5,?
95,6,6,17,0,5,?
58,2,2,10,0,2,?
196,13,15,54,0,9,?
64,2,3,10,0,1,?
87,4,3,13,0,0,?
101,9,6,28,1,6,?
51,1,2,2,0,0,?
40,0,1,0,0,0,?
182,13,10,44,0,7,?
20,0,0,0,0,0,?
44,2,1,0,0,0,?
201,8,17,32,0,2,?
44,2,1,0,0,0,?
69,1,6,2,0,0,?
228,16,14,46,0,15,?
20,0,0,0,0,0,?
113,4,5,3,0,0,?
33,0,1,0,0,0,?
69,0,6,6,0,0,?
61,5,3,10,0,0,?
289,19,20,45,0,12,?
40,0,0,0,0,0,?
41,0,0,0,0,0,?
84,4,6,14,0,3,?
663,34,46,128,0,20,?
58,2,1,0,0,0,?
20,0,0,0,0,0,?
75,5,3,14,0,1,?
70,6,2,8,0,2,?
21,0,0,0,0,0,?
143,8,7,37,0,5,?
186,18,10,47,1,2,?
73,7,2,9,0,2,?
20,0,0,0,0,0,?
102,6,7,14,0,0,?
39,0,1,0,0,0,?
51,1,2,2,0,0,?
41,1,2,1,0,0,?
35,0,1,0,0,0,?
498,32,27,81,0,9,?
20,0,0,0,0,0,?
56,1,4,6,0,0,?
43,0,1,0,0,0,?
223,13,14,31,0,8,?
41,0,2,0,0,0,?
222,18,14,39,0,5,?
20,0,0,0,0,0,?
22,0,0,0,0,0,?
62,4,1,14,0,3,?
219,15,24,9,0,2,?
192,10,9,35,0,5,?
75,4,4,10,0,0,?
145,15,7,15,0,0,?
132,10,14,0,0,0,?
44,1,2,3,0,0,?
88,6,4,15,0,2,?
208,10,17,29,0,4,?
20,0,0,0,0,0,?
77,2,4,9,0,3,?
20,0,0,0,0,0,?
48,3,2,5,0,0,?
81,3,5,5,0,2,?
42,0,1,0,0,0,?
43,2,1,0,0,0,?
59,1,3,2,0,0,?
55,2,2,6,0,1,?
81,3,3,8,0,2,?
20,0,0,0,0,0,?
38,0,1,0,0,0,?
60,2,2,5,0,0,?
118,14,5,17,0,1,?
170,19,7,43,0,0,?
234,24,15,44,0,5,?
20,0,0,0,0,0,?
24,0,0,0,0,0,?
145,16,13,77,0,0,?
24,0,0,0,0,0,?
20,0,0,0,0,0,?
70,8,3,15,0,0,?
44,3,1,7,0,0,?
79,4,4,38,0,0,?
80,3,5,11,0,0,?
76,2,5,31,0,0,?
44,3,1,7,0,0,?
44,3,1,7,0,0,?
58,1,3,14,0,0,?
60,1,3,14,0,0,?
130,6,5,67,1,0,?
97,3,7,19,0,1,?
44,3,1,7,0,0,?
380,47,38,207,0,0,?
86,8,4,37,0,0,?
76,7,3,22,0,0,?
71,6,3,17,0,0,?
206,34,15,90,0,0,?
104,15,7,42,0,1,?
100,7,5,24,0,1,?
160,19,11,117,0,1,?
129,7,9,38,0,0,?
47,1,2,2,0,0,?
1061,105,87,624,0,2,?
105,4,6,32,0,1,?
47,1,2,2,0,0,?
163,6,12,44,0,2,?
34,0,1,4,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
106,7,8,16,0,0,?
41,1,1,4,0,0,?
26,0,0,0,0,0,?
29,0,0,0,0,0,?
26,0,0,0,0,0,?
24,0,0,0,0,0,?
31,0,0,0,0,0,?
26,0,0,0,0,0,?
24,0,0,0,0,0,?
26,0,0,0,0,0,?
26,0,0,0,0,0,?
26,0,0,0,0,0,?
27,0,0,0,0,0,?
75,1,2,13,0,1,?
199,15,14,56,0,3,?
133,18,8,61,0,0,?
112,2,14,18,0,1,?
632,71,66,671,1,0,?
93,10,7,37,0,0,?
44,1,3,13,0,0,?
60,2,4,9,0,0,?
80,4,5,54,0,0,?
63,4,4,20,0,0,?
96,2,8,38,0,0,?
121,17,9,67,0,0,?
113,10,9,54,0,0,?
209,31,14,83,0,0,?
120,9,10,70,0,0,?
68,0,3,57,0,0,?
196,30,11,133,0,0,?
65,5,4,17,0,0,?
120,17,7,76,0,0,?
69,5,4,19,0,0,?
45,2,1,9,0,0,?
192,24,16,56,0,0,?
1868,123,186,539,1,2,?
81,5,5,12,0,0,?
113,7,9,23,0,0,?
129,14,7,46,0,0,?
405,44,38,186,0,0,?
76,6,4,9,0,0,?
759,131,59,544,0,0,?
89,8,6,20,0,0,?
100,10,7,19,0,0,?
41,0,1,18,0,0,?
302,49,21,215,0,0,?
915,110,98,393,0,0,?
220,18,23,138,0,0,?
227,29,26,116,0,0,?
569,87,50,327,0,0,?
312,31,32,112,0,0,?
123,16,8,47,0,0,?
268,25,24,84,0,0,?
64,3,4,21,0,0,?
47,2,2,7,0,0,?
254,23,34,123,0,0,?
65,3,3,10,0,0,?
701,33,59,434,0,3,?
86,5,4,16,0,0,?
466,128,37,256,0,0,?
135,8,12,25,0,0,?
167,11,14,36,0,0,?
222,20,19,133,0,0,?
161,4,15,24,0,0,?
226,21,13,76,0,0,?
207,17,15,102,0,0,?
46,0,2,0,0,0,?
223,8,19,45,0,0,?
221,9,18,17,0,0,?
92,5,7,24,0,0,?
511,62,32,388,0,1,?
95,1,7,11,0,1,?
174,9,10,45,0,1,?
80,3,6,15,0,0,?
39,0,1,0,0,0,?
20,0,0,0,0,0,?
48,0,3,0,0,0,?
71,3,4,5,0,0,?
75,10,4,19,0,0,?
82,2,7,15,0,0,?
114,15,8,37,0,1,?
1386,189,114,882,1,11,?
97,10,5,75,0,0,?
263,14,18,64,0,0,?
67,2,3,12,0,0,?
563,86,38,416,0,1,?
209,9,19,28,0,0,?
69,4,4,20,0,0,?
70,6,2,16,0,0,?
175,17,8,63,0,0,?
78,4,4,13,0,0,?
96,6,4,32,0,1,?
133,7,10,36,0,0,?
213,31,16,124,0,0,?
37,0,2,2,0,0,?
27,0,0,0,0,0,?
39,0,1,7,0,0,?
49,0,3,2,0,0,?
142,20,8,92,0,1,?
57,3,3,16,0,0,?
67,4,2,22,0,0,?
46,0,2,1,0,0,?
42,2,1,9,0,0,?
177,5,15,32,0,3,?
399,67,32,246,0,3,?
89,4,9,2,0,0,?
248,50,16,168,0,0,?
46,1,2,5,0,0,?
55,2,1,3,0,0,?
137,15,11,84,0,0,?
209,24,17,82,0,0,?
580,67,59,366,0,0,?
121,14,8,44,0,0,?
202,34,9,110,0,0,?
504,83,40,295,0,3,?
117,12,7,28,0,0,?
141,21,9,69,0,0,?
98,12,6,36,0,0,?
372,60,28,208,0,1,?
119,15,7,58,0,0,?
71,6,2,20,0,0,?
89,7,5,31,1,0,?
104,17,5,40,0,0,?
91,10,3,29,0,0,?
138,16,9,59,0,0,?
86,8,5,35,0,0,?
307,28,28,137,0,0,?
69,3,3,8,0,1,?
35,0,2,1,0,0,?
76,0,3,97,0,0,?
82,3,8,30,0,0,?
51,1,3,5,0,0,?
107,3,7,9,0,1,?
44,1,1,11,0,0,?
191,12,14,65,0,1,?
108,9,9,51,0,1,?
34,0,0,0,0,0,?
88,8,7,35,0,0,?
1610,169,141,724,0,6,?
63,0,5,17,0,0,?
145,4,7,126,0,0,?
101,3,7,24,0,2,?
97,7,4,21,0,2,?
97,7,9,52,0,0,?
79,8,2,17,0,0,?
72,4,5,18,0,0,?
69,4,5,16,0,0,?
105,7,11,30,0,0,?
102,16,5,50,1,0,?
79,3,6,25,0,0,?
143,4,10,92,0,0,?
101,17,5,38,0,0,?
131,18,9,112,0,1,?
49,2,1,5,0,0,?
265,35,30,213,0,1,?
111,10,11,51,0,0,?
60,5,3,15,0,0,?
87,10,5,31,0,0,?
112,9,9,76,0,1,?
68,4,3,37,0,0,?
80,0,10,30,0,0,?
84,8,6,25,0,0,?
60,6,3,18,0,0,?
50,1,2,6,0,0,?
176,14,21,96,0,0,?
31,0,1,0,0,0,?
31,0,1,0,0,0,?
31,0,1,0,0,0,?
70,6,3,29,0,0,?
199,34,19,84,2,1,?
94,3,7,36,0,1,?
82,11,6,34,0,0,?
136,2,7,52,0,0,?
124,13,10,58,0,0,?
150,17,11,98,0,0,?
166,10,14,28,0,1,?
66,1,2,6,0,0,?
219,9,16,71,0,0,?
92,4,5,16,0,0,?
21,0,0,0,0,0,?
24,0,0,0,0,0,?
24,0,0,0,0,0,?
25,0,1,0,0,0,?
88,5,5,9,0,0,?
279,13,18,129,0,0,?
66,3,2,12,0,0,?
88,1,4,6,0,0,?
238,17,19,40,0,0,?
225,17,20,48,0,0,?
119,4,9,18,0,0,?
128,9,9,25,0,0,?
169,17,13,67,0,0,?
163,23,14,41,0,0,?
183,24,14,55,0,1,?
39,3,0,0,0,0,?
83,4,5,22,0,0,?
110,12,9,42,0,0,?
56,2,4,10,0,0,?
133,23,12,72,0,0,?
88,9,8,26,0,0,?
61,4,4,21,0,0,?
60,1,5,5,0,2,?
78,11,6,48,0,0,?
145,12,10,52,0,1,?
